key,id,chapter_id,land_id,is_big,power,show_items,hook_items,hook_show_items,per_hook_items,quick_show_items
100020,100020,10,3,0,424751,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1]]","[[5,1210],[22,1225],[1,1400],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]","[[5,1210],[22,1225],[1,1400],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]"
100010,100010,10,3,0,424488,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1]]","[[5,1210],[22,1225],[1,1400],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]","[[5,1210],[22,1225],[1,1400],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]"
90400,90400,9,3,1,424226,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1]]","[[5,1200],[22,1225],[1,1400],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]","[[5,1200],[22,1225],[1,1400],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]"
90390,90390,9,3,0,423963,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1]]","[[5,1200],[22,1215],[1,1390],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]","[[5,1200],[22,1215],[1,1390],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]"
90380,90380,9,3,0,416015,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1]]","[[5,1200],[22,1215],[1,1390],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]","[[5,1200],[22,1215],[1,1390],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]"
90370,90370,9,3,0,415752,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1]]","[[5,1190],[22,1215],[1,1390],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]","[[5,1190],[22,1215],[1,1390],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]"
90360,90360,9,3,0,415490,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1]]","[[5,1190],[22,1205],[1,1380],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]","[[5,1190],[22,1205],[1,1380],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]"
90350,90350,9,3,1,415227,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1]]","[[5,1190],[22,1205],[1,1380],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]","[[5,1190],[22,1205],[1,1380],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]"
90340,90340,9,3,0,414965,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1]]","[[5,1180],[22,1205],[1,1380],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]","[[5,1180],[22,1205],[1,1380],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]"
90330,90330,9,3,0,414702,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1]]","[[5,1180],[22,1195],[1,1370],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]","[[5,1180],[22,1195],[1,1370],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]"
90320,90320,9,3,0,414440,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1]]","[[5,1180],[22,1195],[1,1370],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]","[[5,1180],[22,1195],[1,1370],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]"
90310,90310,9,3,0,414177,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1]]","[[5,1170],[22,1195],[1,1370],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]","[[5,1170],[22,1195],[1,1370],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]"
90300,90300,9,3,1,406350,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1]]","[[5,1170],[22,1185],[1,1360],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]","[[5,1170],[22,1185],[1,1360],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]"
90290,90290,9,3,0,406087,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1]]","[[5,1170],[22,1185],[1,1360],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]","[[5,1170],[22,1185],[1,1360],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]"
90280,90280,9,3,0,405825,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1]]","[[5,1160],[22,1185],[1,1360],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]","[[5,1160],[22,1185],[1,1360],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]"
90270,90270,9,3,0,405562,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1]]","[[5,1160],[22,1175],[1,1350],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]","[[5,1160],[22,1175],[1,1350],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]"
90260,90260,9,3,0,405300,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1]]","[[5,1160],[22,1175],[1,1350],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]","[[5,1160],[22,1175],[1,1350],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]"
90250,90250,9,3,1,405037,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1]]","[[5,1150],[22,1175],[1,1350],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]","[[5,1150],[22,1175],[1,1350],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]"
90240,90240,9,3,0,404775,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1]]","[[5,1150],[22,1165],[1,1340],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]","[[5,1150],[22,1165],[1,1340],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]"
90230,90230,9,3,0,404512,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1]]","[[5,1150],[22,1165],[1,1340],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]","[[5,1150],[22,1165],[1,1340],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]"
90220,90220,9,3,0,396758,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1]]","[[5,1140],[22,1165],[1,1340],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]","[[5,1140],[22,1165],[1,1340],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]"
90210,90210,9,3,0,396495,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1]]","[[5,1140],[22,1155],[1,1330],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]","[[5,1140],[22,1155],[1,1330],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]"
90200,90200,9,3,1,396233,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1]]","[[5,1140],[22,1155],[1,1330],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]","[[5,1140],[22,1155],[1,1330],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]"
90190,90190,9,3,0,395970,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1]]","[[5,1130],[22,1155],[1,1330],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]","[[5,1130],[22,1155],[1,1330],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]"
90180,90180,9,3,0,395708,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1]]","[[5,1130],[22,1145],[1,1320],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]","[[5,1130],[22,1145],[1,1320],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]"
90170,90170,9,3,0,395445,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1]]","[[5,1130],[22,1145],[1,1320],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]","[[5,1130],[22,1145],[1,1320],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]"
90160,90160,9,3,0,395183,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1]]","[[5,1120],[22,1145],[1,1320],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]","[[5,1120],[22,1145],[1,1320],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]"
90150,90150,9,3,1,394920,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1]]","[[5,1120],[22,1135],[1,1310],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]","[[5,1120],[22,1135],[1,1310],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]"
90140,90140,9,3,0,381102,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1]]","[[5,1120],[22,1135],[1,1310],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]","[[5,1120],[22,1135],[1,1310],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]"
90130,90130,9,3,0,380840,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1]]","[[5,1110],[22,1135],[1,1310],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]","[[5,1110],[22,1135],[1,1310],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]"
90120,90120,9,3,0,380577,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1]]","[[5,1110],[22,1125],[1,1300],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]","[[5,1110],[22,1125],[1,1300],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]"
90110,90110,9,3,0,380315,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1]]","[[5,1110],[22,1125],[1,1300],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]","[[5,1110],[22,1125],[1,1300],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]"
90100,90100,9,3,1,380052,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1]]","[[5,1100],[22,1125],[1,1300],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]","[[5,1100],[22,1125],[1,1300],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]"
90090,90090,9,3,0,372193,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1]]","[[5,1100],[22,1115],[1,1290],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]","[[5,1100],[22,1115],[1,1290],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]"
90080,90080,9,3,0,371931,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1]]","[[5,1100],[22,1115],[1,1290],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]","[[5,1100],[22,1115],[1,1290],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40112,1],[40212,1],[40312,1],[40412,1],[10601,1],[10480,1]]"
90070,90070,9,3,0,371668,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1]]","[[5,1090],[22,1115],[1,1290],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1],[10601,1],[10480,1]]","[[5,1090],[22,1115],[1,1290],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1],[10601,1],[10480,1]]"
90060,90060,9,3,0,371406,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1]]","[[5,1090],[22,1105],[1,1280],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1],[10601,1],[10480,1]]","[[5,1090],[22,1105],[1,1280],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1],[10601,1],[10480,1]]"
90050,90050,9,3,1,371143,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1]]","[[5,1090],[22,1105],[1,1280],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1],[10601,1],[10480,1]]","[[5,1090],[22,1105],[1,1280],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1],[10601,1],[10480,1]]"
90040,90040,9,3,0,363368,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1]]","[[5,1080],[22,1105],[1,1280],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1],[10601,1],[10480,1]]","[[5,1080],[22,1105],[1,1280],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1],[10601,1],[10480,1]]"
90030,90030,9,3,0,363105,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1]]","[[5,1080],[22,1095],[1,1270],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1],[10601,1],[10480,1]]","[[5,1080],[22,1095],[1,1270],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1],[10601,1],[10480,1]]"
90020,90020,9,3,0,362843,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1]]","[[5,1080],[22,1095],[1,1270],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1],[10601,1],[10480,1]]","[[5,1080],[22,1095],[1,1270],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1],[10601,1],[10480,1]]"
90010,90010,9,3,0,362580,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1]]","[[5,1070],[22,1095],[1,1270],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1],[10601,1],[10480,1]]","[[5,1070],[22,1095],[1,1270],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1],[10601,1],[10480,1]]"
80400,80400,8,2,1,362318,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1]]","[[5,1070],[22,1085],[1,1260],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1],[10601,1],[10480,1]]","[[5,1070],[22,1085],[1,1260],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1],[10601,1],[10480,1]]"
80390,80390,8,2,0,354648,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1]]","[[5,1070],[22,1085],[1,1260],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1],[10601,1],[10480,1]]","[[5,1070],[22,1085],[1,1260],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1],[10601,1],[10480,1]]"
80380,80380,8,2,0,354385,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1]]","[[5,1060],[22,1085],[1,1260],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1],[10601,1],[10480,1]]","[[5,1060],[22,1085],[1,1260],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1],[10601,1],[10480,1]]"
80370,80370,8,2,0,354123,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1]]","[[5,1060],[22,1075],[1,1250],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1],[10601,1],[10480,1]]","[[5,1060],[22,1075],[1,1250],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1],[10601,1],[10480,1]]"
80360,80360,8,2,0,353860,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1]]","[[5,1060],[22,1075],[1,1250],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1],[10601,1],[10480,1]]","[[5,1060],[22,1075],[1,1250],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1],[10601,1],[10480,1]]"
80350,80350,8,2,1,353598,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1]]","[[5,1050],[22,1075],[1,1250],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1],[10601,1],[10480,1]]","[[5,1050],[22,1075],[1,1250],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1],[10601,1],[10480,1]]"
80340,80340,8,2,0,346011,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1]]","[[5,1050],[22,1065],[1,1240],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1],[10601,1],[10480,1]]","[[5,1050],[22,1065],[1,1240],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1],[10601,1],[10480,1]]"
80330,80330,8,2,0,345749,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1]]","[[5,1050],[22,1065],[1,1240],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1],[10601,1],[10480,1]]","[[5,1050],[22,1065],[1,1240],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1],[10601,1],[10480,1]]"
80320,80320,8,2,0,345486,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1]]","[[5,1040],[22,1065],[1,1240],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1],[10601,1],[10480,1]]","[[5,1040],[22,1065],[1,1240],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1],[10601,1],[10480,1]]"
80310,80310,8,2,0,345224,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1]]","[[5,1040],[22,1055],[1,1230],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1],[10601,1],[10480,1]]","[[5,1040],[22,1055],[1,1230],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1],[10601,1],[10480,1]]"
80300,80300,8,2,1,344961,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1]]","[[5,1040],[22,1055],[1,1230],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1],[10601,1],[10480,1]]","[[5,1040],[22,1055],[1,1230],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1],[10601,1],[10480,1]]"
80290,80290,8,2,0,337758,"[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1]]","[[5,1030],[22,1055],[1,1230],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1],[10601,1],[10480,1]]","[[5,1030],[22,1055],[1,1230],[7,13]]","[[3,1],[7,1],[10001,1],[29905,1],[10451,1],[40111,1],[40211,1],[40311,1],[40411,1],[10601,1],[10480,1]]"
