ID,Loại Vật Phẩm,Tên Hiển Thị,Icon_ID,Tên_File_Ảnh,Đường_Dẫn_Ảnh_Tương_Đối,Công_Thức_IMAGE_Excel,Mô Tả,Công Dụng,File Gốc
5040101,Khuyên tai,Khuyên tai Inuzuka 4 sao,5010001,5010001.png,icons/item/5010001.png,"=IMAGE(""icons/item/5010001.png"")",Một chiếc bông tai xuyên qua lớp phòng thủ cứng cáp. Trang bị nguyên bộ để gây sát thương nhiều hơn lên Ninja đỡ đòn.,,item_data3.dec.lua
5040102,Dây chuyền,Dây chuyền Inuzuka 4 sao,5010002,5010002.png,icons/item/5010002.png,"=IMAGE(""icons/item/5010002.png"")",Một chiếc vòng cổ xuyên thấu lớp phòng thủ cứng cáp. Trang bị nguyên bộ để gây sát thương nhiều hơn lên Ninja đỡ đòn.,,item_data3.dec.lua
5040103,Nhẫn,Nhẫn Inuzuka 4 sao,5010003,5010003.png,icons/item/5010003.png,"=IMAGE(""icons/item/5010003.png"")",Một chiếc nhẫn xuyên qua lớp phòng thủ cứng cáp. Trang bị nguyên bộ để gây sát thương nhiều hơn lên Ninja đỡ đòn.,,item_data3.dec.lua
5040104,Vòng tay,Vòng tay Inuzuka 4 sao,5010004,5010004.png,icons/item/5010004.png,"=IMAGE(""icons/item/5010004.png"")",Một vòng tay xuyên qua lớp phòng thủ cứng cáp. Trang bị nguyên bộ để gây sát thương nhiều hơn lên Ninja đỡ đòn.,,item_data3.dec.lua
5040201,Khuyên tai,Khuyên tai Inuzuka 4 sao,5010001,5010001.png,icons/item/5010001.png,"=IMAGE(""icons/item/5010001.png"")",Một chiếc bông tai xuyên qua lớp phòng thủ cứng cáp. Trang bị nguyên bộ để gây sát thương nhiều hơn lên Ninja đỡ đòn.,,item_data3.dec.lua
5040202,Dây chuyền,Dây chuyền Inuzuka 4 sao,5010002,5010002.png,icons/item/5010002.png,"=IMAGE(""icons/item/5010002.png"")",Một chiếc vòng cổ xuyên thấu lớp phòng thủ cứng cáp. Trang bị nguyên bộ để gây sát thương nhiều hơn lên Ninja đỡ đòn.,,item_data3.dec.lua
5040203,Nhẫn,Nhẫn Inuzuka 4 sao,5010003,5010003.png,icons/item/5010003.png,"=IMAGE(""icons/item/5010003.png"")",Một chiếc nhẫn xuyên qua lớp phòng thủ cứng cáp. Trang bị nguyên bộ để gây sát thương nhiều hơn lên Ninja đỡ đòn.,,item_data3.dec.lua
5040204,Vòng tay,Vòng tay Inuzuka 4 sao,5010004,5010004.png,icons/item/5010004.png,"=IMAGE(""icons/item/5010004.png"")",Một vòng tay xuyên qua lớp phòng thủ cứng cáp. Trang bị nguyên bộ để gây sát thương nhiều hơn lên Ninja đỡ đòn.,,item_data3.dec.lua
5050001,Khuyên tai,Khuyên tai Inuzuka 5 sao,5010001,5010001.png,icons/item/5010001.png,"=IMAGE(""icons/item/5010001.png"")",Một chiếc bông tai xuyên qua lớp phòng thủ cứng cáp. Trang bị nguyên bộ để gây sát thương nhiều hơn lên Ninja đỡ đòn.,,item_data3.dec.lua
5050002,Dây chuyền,Dây chuyền Inuzuka 5 sao,5010002,5010002.png,icons/item/5010002.png,"=IMAGE(""icons/item/5010002.png"")",Một chiếc vòng cổ xuyên thấu lớp phòng thủ cứng cáp. Trang bị nguyên bộ để gây sát thương nhiều hơn lên Ninja đỡ đòn.,,item_data3.dec.lua
5050003,Nhẫn,Nhẫn Inuzuka 5 sao,5010003,5010003.png,icons/item/5010003.png,"=IMAGE(""icons/item/5010003.png"")",Một chiếc nhẫn xuyên qua lớp phòng thủ cứng cáp. Trang bị nguyên bộ để gây sát thương nhiều hơn lên Ninja đỡ đòn.,,item_data3.dec.lua
5050004,Vòng tay,Vòng tay Inuzuka 5 sao,5010004,5010004.png,icons/item/5010004.png,"=IMAGE(""icons/item/5010004.png"")",Một vòng tay xuyên qua lớp phòng thủ cứng cáp. Trang bị nguyên bộ để gây sát thương nhiều hơn lên Ninja đỡ đòn.,,item_data3.dec.lua
5050101,Khuyên tai,Khuyên tai Inuzuka 5 sao,5010001,5010001.png,icons/item/5010001.png,"=IMAGE(""icons/item/5010001.png"")",Một chiếc bông tai xuyên qua lớp phòng thủ cứng cáp. Trang bị nguyên bộ để gây sát thương nhiều hơn lên Ninja đỡ đòn.,,item_data3.dec.lua
5050102,Dây chuyền,Dây chuyền Inuzuka 5 sao,5010002,5010002.png,icons/item/5010002.png,"=IMAGE(""icons/item/5010002.png"")",Một chiếc vòng cổ xuyên thấu lớp phòng thủ cứng cáp. Trang bị nguyên bộ để gây sát thương nhiều hơn lên Ninja đỡ đòn.,,item_data3.dec.lua
5050103,Nhẫn,Nhẫn Inuzuka 5 sao,5010003,5010003.png,icons/item/5010003.png,"=IMAGE(""icons/item/5010003.png"")",Một chiếc nhẫn xuyên qua lớp phòng thủ cứng cáp. Trang bị nguyên bộ để gây sát thương nhiều hơn lên Ninja đỡ đòn.,,item_data3.dec.lua
5050104,Vòng tay,Vòng tay Inuzuka 5 sao,5010004,5010004.png,icons/item/5010004.png,"=IMAGE(""icons/item/5010004.png"")",Một vòng tay xuyên qua lớp phòng thủ cứng cáp. Trang bị nguyên bộ để gây sát thương nhiều hơn lên Ninja đỡ đòn.,,item_data3.dec.lua
5050201,Khuyên tai,Khuyên tai Inuzuka 5 sao,5010001,5010001.png,icons/item/5010001.png,"=IMAGE(""icons/item/5010001.png"")",Một chiếc bông tai xuyên qua lớp phòng thủ cứng cáp. Trang bị nguyên bộ để gây sát thương nhiều hơn lên Ninja đỡ đòn.,,item_data3.dec.lua
5050202,Dây chuyền,Dây chuyền Inuzuka 5 sao,5010002,5010002.png,icons/item/5010002.png,"=IMAGE(""icons/item/5010002.png"")",Một chiếc vòng cổ xuyên thấu lớp phòng thủ cứng cáp. Trang bị nguyên bộ để gây sát thương nhiều hơn lên Ninja đỡ đòn.,,item_data3.dec.lua
5050203,Nhẫn,Nhẫn Inuzuka 5 sao,5010003,5010003.png,icons/item/5010003.png,"=IMAGE(""icons/item/5010003.png"")",Một chiếc nhẫn xuyên qua lớp phòng thủ cứng cáp. Trang bị nguyên bộ để gây sát thương nhiều hơn lên Ninja đỡ đòn.,,item_data3.dec.lua
5050204,Vòng tay,Vòng tay Inuzuka 5 sao,5010004,5010004.png,icons/item/5010004.png,"=IMAGE(""icons/item/5010004.png"")",Một vòng tay xuyên qua lớp phòng thủ cứng cáp. Trang bị nguyên bộ để gây sát thương nhiều hơn lên Ninja đỡ đòn.,,item_data3.dec.lua
5060201,Khuyên tai,Khuyên tai Inuzuka 6 sao,5010001,5010001.png,icons/item/5010001.png,"=IMAGE(""icons/item/5010001.png"")",Một chiếc bông tai xuyên qua lớp phòng thủ cứng cáp. Trang bị nguyên bộ để gây sát thương nhiều hơn lên Ninja đỡ đòn.,,item_data3.dec.lua
5060202,Dây chuyền,Dây chuyền Inuzuka 6 sao,5010002,5010002.png,icons/item/5010002.png,"=IMAGE(""icons/item/5010002.png"")",Một chiếc vòng cổ xuyên thấu lớp phòng thủ cứng cáp. Trang bị nguyên bộ để gây sát thương nhiều hơn lên Ninja đỡ đòn.,,item_data3.dec.lua
5060203,Nhẫn,Nhẫn Inuzuka 6 sao,5010003,5010003.png,icons/item/5010003.png,"=IMAGE(""icons/item/5010003.png"")",Một chiếc nhẫn xuyên qua lớp phòng thủ cứng cáp. Trang bị nguyên bộ để gây sát thương nhiều hơn lên Ninja đỡ đòn.,,item_data3.dec.lua
5060204,Vòng tay,Vòng tay Inuzuka 6 sao,5010004,5010004.png,icons/item/5010004.png,"=IMAGE(""icons/item/5010004.png"")",Một vòng tay xuyên qua lớp phòng thủ cứng cáp. Trang bị nguyên bộ để gây sát thương nhiều hơn lên Ninja đỡ đòn.,,item_data3.dec.lua
5070201,Khuyên tai,Khuyên tai Inuzuka 7 sao,5010001,5010001.png,icons/item/5010001.png,"=IMAGE(""icons/item/5010001.png"")",Một chiếc bông tai xuyên qua lớp phòng thủ cứng cáp. Trang bị nguyên bộ để gây sát thương nhiều hơn lên Ninja đỡ đòn.,,item_data3.dec.lua
5070202,Dây chuyền,Dây chuyền Inuzuka 7 sao,5010002,5010002.png,icons/item/5010002.png,"=IMAGE(""icons/item/5010002.png"")",Một chiếc vòng cổ xuyên thấu lớp phòng thủ cứng cáp. Trang bị nguyên bộ để gây sát thương nhiều hơn lên Ninja đỡ đòn.,,item_data3.dec.lua
5070203,Nhẫn,Nhẫn Inuzuka 7 sao,5010003,5010003.png,icons/item/5010003.png,"=IMAGE(""icons/item/5010003.png"")",Một chiếc nhẫn xuyên qua lớp phòng thủ cứng cáp. Trang bị nguyên bộ để gây sát thương nhiều hơn lên Ninja đỡ đòn.,,item_data3.dec.lua
5070204,Vòng tay,Vòng tay Inuzuka 7 sao,5010004,5010004.png,icons/item/5010004.png,"=IMAGE(""icons/item/5010004.png"")",Một vòng tay xuyên qua lớp phòng thủ cứng cáp. Trang bị nguyên bộ để gây sát thương nhiều hơn lên Ninja đỡ đòn.,,item_data3.dec.lua
5080201,Khuyên tai,Khuyên tai Inuzuka 8 sao,5010001,5010001.png,icons/item/5010001.png,"=IMAGE(""icons/item/5010001.png"")",Một chiếc bông tai xuyên qua lớp phòng thủ cứng cáp. Trang bị nguyên bộ để gây sát thương nhiều hơn lên Ninja đỡ đòn.,,item_data3.dec.lua
5080202,Dây chuyền,Dây chuyền Inuzuka 8 sao,5010002,5010002.png,icons/item/5010002.png,"=IMAGE(""icons/item/5010002.png"")",Một chiếc vòng cổ xuyên thấu lớp phòng thủ cứng cáp. Trang bị nguyên bộ để gây sát thương nhiều hơn lên Ninja đỡ đòn.,,item_data3.dec.lua
5080203,Nhẫn,Nhẫn Inuzuka 8 sao,5010003,5010003.png,icons/item/5010003.png,"=IMAGE(""icons/item/5010003.png"")",Một chiếc nhẫn xuyên qua lớp phòng thủ cứng cáp. Trang bị nguyên bộ để gây sát thương nhiều hơn lên Ninja đỡ đòn.,,item_data3.dec.lua
5080204,Vòng tay,Vòng tay Inuzuka 8 sao,5010004,5010004.png,icons/item/5010004.png,"=IMAGE(""icons/item/5010004.png"")",Một vòng tay xuyên qua lớp phòng thủ cứng cáp. Trang bị nguyên bộ để gây sát thương nhiều hơn lên Ninja đỡ đòn.,,item_data3.dec.lua
5090201,Khuyên tai,Khuyên tai Inuzuka 9 sao,5010001,5010001.png,icons/item/5010001.png,"=IMAGE(""icons/item/5010001.png"")",Một chiếc bông tai xuyên qua lớp phòng thủ cứng cáp. Trang bị nguyên bộ để gây sát thương nhiều hơn lên Ninja đỡ đòn.,,item_data3.dec.lua
5090202,Dây chuyền,Dây chuyền Inuzuka 9 sao,5010002,5010002.png,icons/item/5010002.png,"=IMAGE(""icons/item/5010002.png"")",Một chiếc vòng cổ xuyên thấu lớp phòng thủ cứng cáp. Trang bị nguyên bộ để gây sát thương nhiều hơn lên Ninja đỡ đòn.,,item_data3.dec.lua
5090203,Nhẫn,Nhẫn Inuzuka 9 sao,5010003,5010003.png,icons/item/5010003.png,"=IMAGE(""icons/item/5010003.png"")",Một chiếc nhẫn xuyên qua lớp phòng thủ cứng cáp. Trang bị nguyên bộ để gây sát thương nhiều hơn lên Ninja đỡ đòn.,,item_data3.dec.lua
5090204,Vòng tay,Vòng tay Inuzuka 9 sao,5010004,5010004.png,icons/item/5010004.png,"=IMAGE(""icons/item/5010004.png"")",Một vòng tay xuyên qua lớp phòng thủ cứng cáp. Trang bị nguyên bộ để gây sát thương nhiều hơn lên Ninja đỡ đòn.,,item_data3.dec.lua
5100201,Khuyên tai,Khuyên tai Inuzuka 10 sao,5010001,5010001.png,icons/item/5010001.png,"=IMAGE(""icons/item/5010001.png"")",Một chiếc bông tai xuyên qua lớp phòng thủ cứng cáp. Trang bị nguyên bộ để gây sát thương nhiều hơn lên Ninja đỡ đòn.,,item_data3.dec.lua
5100202,Dây chuyền,Dây chuyền Inuzuka 10 sao,5010002,5010002.png,icons/item/5010002.png,"=IMAGE(""icons/item/5010002.png"")",Một chiếc vòng cổ xuyên thấu lớp phòng thủ cứng cáp. Trang bị nguyên bộ để gây sát thương nhiều hơn lên Ninja đỡ đòn.,,item_data3.dec.lua
5100203,Nhẫn,Nhẫn Inuzuka 10 sao,5010003,5010003.png,icons/item/5010003.png,"=IMAGE(""icons/item/5010003.png"")",Một chiếc nhẫn xuyên qua lớp phòng thủ cứng cáp. Trang bị nguyên bộ để gây sát thương nhiều hơn lên Ninja đỡ đòn.,,item_data3.dec.lua
5100204,Vòng tay,Vòng tay Nara 10 sao,5010004,5010004.png,icons/item/5010004.png,"=IMAGE(""icons/item/5010004.png"")",Một vòng tay xuyên qua lớp phòng thủ cứng cáp. Trang bị nguyên bộ để gây sát thương nhiều hơn lên Ninja đỡ đòn.,,item_data3.dec.lua
6010001,Khuyên tai,Khuyên tai Hyuga 1 sao,6010001,6010001.png,icons/item/6010001.png,"=IMAGE(""icons/item/6010001.png"")",Một bông tai trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
6010002,Dây chuyền,Dây chuyền Hyuga 1 sao,6010002,6010002.png,icons/item/6010002.png,"=IMAGE(""icons/item/6010002.png"")",Một sợi dây chuyền trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
6010003,Nhẫn,Nhẫn Hyuga 1 sao,6010003,6010003.png,icons/item/6010003.png,"=IMAGE(""icons/item/6010003.png"")",Một chiếc nhẫn trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
6010004,Vòng tay,Vòng tay Hyuga 1 sao,6010004,6010004.png,icons/item/6010004.png,"=IMAGE(""icons/item/6010004.png"")",Một chiếc vòng tay trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
6010101,Khuyên tai,Khuyên tai Hyuga 1 sao,6010001,6010001.png,icons/item/6010001.png,"=IMAGE(""icons/item/6010001.png"")",Một bông tai trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
6010102,Dây chuyền,Dây chuyền Hyuga 1 sao,6010002,6010002.png,icons/item/6010002.png,"=IMAGE(""icons/item/6010002.png"")",Một sợi dây chuyền trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
6010103,Nhẫn,Nhẫn Hyuga 1 sao,6010003,6010003.png,icons/item/6010003.png,"=IMAGE(""icons/item/6010003.png"")",Một chiếc nhẫn trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
6010104,Vòng tay,Vòng tay Hyuga 1 sao,6010004,6010004.png,icons/item/6010004.png,"=IMAGE(""icons/item/6010004.png"")",Một chiếc vòng tay trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
6010201,Khuyên tai,Khuyên tai Hyuga 1 sao,6010001,6010001.png,icons/item/6010001.png,"=IMAGE(""icons/item/6010001.png"")",Một bông tai trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
6010202,Dây chuyền,Dây chuyền Hyuga 1 sao,6010002,6010002.png,icons/item/6010002.png,"=IMAGE(""icons/item/6010002.png"")",Một sợi dây chuyền trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
6010203,Nhẫn,Nhẫn Hyuga 1 sao,6010003,6010003.png,icons/item/6010003.png,"=IMAGE(""icons/item/6010003.png"")",Một chiếc nhẫn trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
6010204,Vòng tay,Vòng tay Hyuga 1 sao,6010004,6010004.png,icons/item/6010004.png,"=IMAGE(""icons/item/6010004.png"")",Một chiếc vòng tay trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
6020001,Khuyên tai,Khuyên tai Hyuga 2 sao,6010001,6010001.png,icons/item/6010001.png,"=IMAGE(""icons/item/6010001.png"")",Một bông tai trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
6020002,Dây chuyền,Dây chuyền Hyuga 2 sao,6010002,6010002.png,icons/item/6010002.png,"=IMAGE(""icons/item/6010002.png"")",Một sợi dây chuyền trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
6020003,Nhẫn,Nhẫn Hyuga 2 sao,6010003,6010003.png,icons/item/6010003.png,"=IMAGE(""icons/item/6010003.png"")",Một chiếc nhẫn trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
6020004,Vòng tay,Vòng tay Hyuga 2 sao,6010004,6010004.png,icons/item/6010004.png,"=IMAGE(""icons/item/6010004.png"")",Một chiếc vòng tay trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
6020101,Khuyên tai,Khuyên tai Hyuga 2 sao,6010001,6010001.png,icons/item/6010001.png,"=IMAGE(""icons/item/6010001.png"")",Một bông tai trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
6020102,Dây chuyền,Dây chuyền Hyuga 2 sao,6010002,6010002.png,icons/item/6010002.png,"=IMAGE(""icons/item/6010002.png"")",Một sợi dây chuyền trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
6020103,Nhẫn,Nhẫn Hyuga 2 sao,6010003,6010003.png,icons/item/6010003.png,"=IMAGE(""icons/item/6010003.png"")",Một chiếc nhẫn trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
6020104,Vòng tay,Vòng tay Hyuga 2 sao,6010004,6010004.png,icons/item/6010004.png,"=IMAGE(""icons/item/6010004.png"")",Một chiếc vòng tay trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
6020201,Khuyên tai,Khuyên tai Hyuga 2 sao,6010001,6010001.png,icons/item/6010001.png,"=IMAGE(""icons/item/6010001.png"")",Một bông tai trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
6020202,Dây chuyền,Dây chuyền Hyuga 2 sao,6010002,6010002.png,icons/item/6010002.png,"=IMAGE(""icons/item/6010002.png"")",Một sợi dây chuyền trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
6020203,Nhẫn,Nhẫn Hyuga 2 sao,6010003,6010003.png,icons/item/6010003.png,"=IMAGE(""icons/item/6010003.png"")",Một chiếc nhẫn trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
6020204,Vòng tay,Vòng tay Hyuga 2 sao,6010004,6010004.png,icons/item/6010004.png,"=IMAGE(""icons/item/6010004.png"")",Một chiếc vòng tay trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
6030001,Khuyên tai,Khuyên tai Hyuga 3 sao,6010001,6010001.png,icons/item/6010001.png,"=IMAGE(""icons/item/6010001.png"")",Một bông tai trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
6030002,Dây chuyền,Dây chuyền Hyuga 3 sao,6010002,6010002.png,icons/item/6010002.png,"=IMAGE(""icons/item/6010002.png"")",Một sợi dây chuyền trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
6030003,Nhẫn,Nhẫn Hyuga 3 sao,6010003,6010003.png,icons/item/6010003.png,"=IMAGE(""icons/item/6010003.png"")",Một chiếc nhẫn trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
6030004,Vòng tay,Vòng tay Hyuga 3 sao,6010004,6010004.png,icons/item/6010004.png,"=IMAGE(""icons/item/6010004.png"")",Một chiếc vòng tay trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
6030101,Khuyên tai,Khuyên tai Hyuga 3 sao,6010001,6010001.png,icons/item/6010001.png,"=IMAGE(""icons/item/6010001.png"")",Một bông tai trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
6030102,Dây chuyền,Dây chuyền Hyuga 3 sao,6010002,6010002.png,icons/item/6010002.png,"=IMAGE(""icons/item/6010002.png"")",Một sợi dây chuyền trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
6030103,Nhẫn,Nhẫn Hyuga 3 sao,6010003,6010003.png,icons/item/6010003.png,"=IMAGE(""icons/item/6010003.png"")",Một chiếc nhẫn trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
6030104,Vòng tay,Vòng tay Hyuga 3 sao,6010004,6010004.png,icons/item/6010004.png,"=IMAGE(""icons/item/6010004.png"")",Một chiếc vòng tay trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
6030201,Khuyên tai,Khuyên tai Hyuga 3 sao,6010001,6010001.png,icons/item/6010001.png,"=IMAGE(""icons/item/6010001.png"")",Một bông tai trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
6030202,Dây chuyền,Dây chuyền Hyuga 3 sao,6010002,6010002.png,icons/item/6010002.png,"=IMAGE(""icons/item/6010002.png"")",Một sợi dây chuyền trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
6030203,Nhẫn,Nhẫn Hyuga 3 sao,6010003,6010003.png,icons/item/6010003.png,"=IMAGE(""icons/item/6010003.png"")",Một chiếc nhẫn trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
6030204,Vòng tay,Vòng tay Hyuga 3 sao,6010004,6010004.png,icons/item/6010004.png,"=IMAGE(""icons/item/6010004.png"")",Một chiếc vòng tay trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
6040001,Khuyên tai,Khuyên tai Hyuga 4 sao,6010001,6010001.png,icons/item/6010001.png,"=IMAGE(""icons/item/6010001.png"")",Một bông tai trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
6040002,Dây chuyền,Dây chuyền Hyuga 4 sao,6010002,6010002.png,icons/item/6010002.png,"=IMAGE(""icons/item/6010002.png"")",Một sợi dây chuyền trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
6040003,Nhẫn,Nhẫn Hyuga 4 sao,6010003,6010003.png,icons/item/6010003.png,"=IMAGE(""icons/item/6010003.png"")",Một chiếc nhẫn trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
6040004,Vòng tay,Vòng tay Hyuga 4 sao,6010004,6010004.png,icons/item/6010004.png,"=IMAGE(""icons/item/6010004.png"")",Một chiếc vòng tay trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
6040101,Khuyên tai,Khuyên tai Hyuga 4 sao,6010001,6010001.png,icons/item/6010001.png,"=IMAGE(""icons/item/6010001.png"")",Một bông tai trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
6040102,Dây chuyền,Dây chuyền Hyuga 4 sao,6010002,6010002.png,icons/item/6010002.png,"=IMAGE(""icons/item/6010002.png"")",Một sợi dây chuyền trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
6040103,Nhẫn,Nhẫn Hyuga 4 sao,6010003,6010003.png,icons/item/6010003.png,"=IMAGE(""icons/item/6010003.png"")",Một chiếc nhẫn trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
6040104,Vòng tay,Vòng tay Hyuga 4 sao,6010004,6010004.png,icons/item/6010004.png,"=IMAGE(""icons/item/6010004.png"")",Một chiếc vòng tay trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
6040201,Khuyên tai,Khuyên tai Hyuga 4 sao,6010001,6010001.png,icons/item/6010001.png,"=IMAGE(""icons/item/6010001.png"")",Một bông tai trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
6040202,Dây chuyền,Dây chuyền Hyuga 4 sao,6010002,6010002.png,icons/item/6010002.png,"=IMAGE(""icons/item/6010002.png"")",Một sợi dây chuyền trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
6040203,Nhẫn,Nhẫn Hyuga 4 sao,6010003,6010003.png,icons/item/6010003.png,"=IMAGE(""icons/item/6010003.png"")",Một chiếc nhẫn trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
6040204,Vòng tay,Vòng tay Hyuga 4 sao,6010004,6010004.png,icons/item/6010004.png,"=IMAGE(""icons/item/6010004.png"")",Một chiếc vòng tay trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
6050001,Khuyên tai,Khuyên tai Hyuga 5 sao,6010001,6010001.png,icons/item/6010001.png,"=IMAGE(""icons/item/6010001.png"")",Một bông tai trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
6050002,Dây chuyền,Dây chuyền Hyuga 5 sao,6010002,6010002.png,icons/item/6010002.png,"=IMAGE(""icons/item/6010002.png"")",Một sợi dây chuyền trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
6050003,Nhẫn,Nhẫn Hyuga 5 sao,6010003,6010003.png,icons/item/6010003.png,"=IMAGE(""icons/item/6010003.png"")",Một chiếc nhẫn trừ Nhẫn Thuật. Trang bị nguyên bộ để gây nhiều sát thương hơn cho các ninja Tầm xa.,,item_data3.dec.lua
